uf,city,estimated_population
MG,Serra Azul de Minas,4293
MG,Serra da Saudade,781
MG,Serra dos Aimorés,8699
MG,Serra do Salitre,11582
MG,Serrania,7669
MG,Serranópolis de Minas,4781
MG,Serranos,1963
MG,Serro,20966
MG,Sete Lagoas,239639
MG,Silveirânia,2261
MG,Silvianópolis,6238
MG,Simão Pereira,2615
MG,Simonésia,19633
MG,Sobrália,5553
MG,Soledade de Minas,6151
MG,Tabuleiro,3750
MG,Taiobeiras,34132
MG,Taparuba,3110
MG,Tapira,4773
MG,Tapiraí,1875
MG,Taquaraçu de Minas,4077
MG,Tarumirim,14326
MG,Teixeiras,11661
MG,Teófilo Otoni,140592
MG,Timóteo,89842
MG,Tiradentes,7981
MG,Tiros,6480
MG,Tocantins,16659
MG,Tocos do Moji,4101
MG,Toledo,6258
MG,Tombos,8022
MG,Três Corações,79482
MG,Três Marias,32356
MG,Três Pontas,56746
MG,Tumiritinga,6732
MG,Tupaciguara,25327
MG,Turmalina,19964
MG,Turvolândia,5040
MG,Ubá,115552
MG,Ubaí,12533
MG,Ubaporanga,12471
MG,Uberaba,333783
MG,Uberlândia,691305
MG,Umburatiba,2611
MG,Unaí,84378
MG,União de Minas,4304
MG,Uruana de Minas,3264
MG,Urucânia,10358
MG,Urucuia,16865
MG,Vargem Alegre,6480
MG,Vargem Bonita,2153
MG,Vargem Grande do Rio Pardo,5007
MG,Varginha,135558
MG,Varjão de Minas,7036
MG,Várzea da Palma,39493
MG,Varzelândia,19320
MG,Vazante,20590
MG,Verdelândia,9355
MG,Veredinha,5720
MG,Veríssimo,3999
MG,Vermelho Novo,4839
MG,Vespasiano,127601
MG,Viçosa,78846
MG,Vieiras,3608
MG,Mathias Lobato,3203
MG,Virgem da Lapa,13752
MG,Virgínia,8674
MG,Virginópolis,10510
MG,Virgolândia,5380
MG,Visconde do Rio Branco,42564
MG,Volta Grande,5252
MG,Wenceslau Braz,2552
ES,Afonso Cláudio,30586
ES,Águia Branca,9642
ES,Água Doce do Norte,11019
ES,Alegre,30084
ES,Alfredo Chaves,14601
ES,Alto Rio Novo,7836
ES,Anchieta,29263
ES,Apiacá,7567
ES,Aracruz,101220
ES,Atilio Vivacqua,11936
ES,Baixo Guandu,30998
ES,Barra de São Francisco,44650
ES,Boa Esperança,15037
ES,Bom Jesus do Norte,9936
ES,Brejetuba,12404
ES,Cachoeiro de Itapemirim,208972
ES,Cariacica,381285
ES,Castelo,37534
ES,Colatina,122499
ES,Conceição da Barra,31063
ES,Conceição do Castelo,12723
ES,Divino de São Lourenço,4304
ES,Domingos Martins,33850
ES,Dores do Rio Preto,6749
ES,Ecoporanga,22923
ES,Fundão,21509
ES,Governador Lindenberg,12709
ES,Guaçuí,30867
ES,Guarapari,124859
ES,Ibatiba,26082
ES,Ibiraçu,12479
ES,Ibitirama,8889
ES,Iconha,13860
ES,Irupi,13377
ES,Itaguaçu,14066
ES,Itapemirim,34348
ES,Itarana,10555
ES,Iúna,29161
ES,Jaguaré,30477
ES,Jerônimo Monteiro,12192
ES,João Neiva,16668
ES,Laranja da Terra,10947
ES,Linhares,173555
ES,Mantenópolis,15350
ES,Marataízes,38499
ES,Marechal Floriano,16694
ES,Marilândia,12833
ES,Mimoso do Sul,26153
ES,Montanha,18833
ES,Mucurici,5524
ES,Muniz Freire,17465
ES,Muqui,15449
ES,Nova Venécia,50110
ES,Pancas,23184
ES,Pedro Canário,26184
ES,Pinheiros,27047
ES,Piúma,21711
ES,Ponto Belo,7863
ES,Presidente Kennedy,11574
ES,Rio Bananal,19141
ES,Rio Novo do Sul,11622
ES,Santa Leopoldina,12224
ES,Santa Maria de Jetibá,40431
ES,Santa Teresa,23590
ES,São Domingos do Norte,8638
ES,São Gabriel da Palha,37947
ES,São José do Calçado,10556
ES,São Mateus,130611
ES,São Roque do Canaã,12415
ES,Serra,517510
ES,Sooretama,30070
ES,Vargem Alta,21402
ES,Venda Nova do Imigrante,25277
ES,Viana,78239
ES,Vila Pavão,9208
ES,Vila Valério,14080
ES,Vila Velha,493838
ES,Vitória,362097
RJ,Angra dos Reis,203785
RJ,Aperibé,11759
RJ,Araruama,132400
RJ,Areal,12572
RJ,Armação dos Búzios,40532
RJ,Arraial do Cabo,30349
RJ,Barra do Piraí,100374
RJ,Barra Mansa,184412
RJ,Belford Roxo,510906
RJ,Bom Jardim,27446
RJ,Bom Jesus do Itabapoana,37096
RJ,Cabo Frio,219863
RJ,Cachoeiras de Macacu,58937
RJ,Cambuci,15505
RJ,Carapebus,16301
RJ,Comendador Levy Gasparian,8561
RJ,Campos dos Goytacazes,507548
RJ,Cantagalo,20172
RJ,Cardoso Moreira,12823
RJ,Carmo,18895
RJ,Casimiro de Abreu,44184
RJ,Conceição de Macabu,23228
RJ,Cordeiro,21926
RJ,Duas Barras,11492
RJ,Duque de Caxias,919596
RJ,Engenheiro Paulo de Frontin,14002
RJ,Guapimirim,60517
RJ,Iguaba Grande,28310
RJ,Itaboraí,240592
RJ,Itaguaí,133019
RJ,Italva,15207
RJ,Itaocara,23234
RJ,Itaperuna,103224
RJ,Itatiaia,31805
RJ,Japeri,104768
RJ,Laje do Muriaé,7355
RJ,Macaé,256672
RJ,Macuco,5599
RJ,Magé,245071
RJ,Mangaratiba,44468
RJ,Maricá,161207
RJ,Mendes,18614
RJ,Mesquita,176103
RJ,Miguel Pereira,25538
RJ,Miracema,27174
RJ,Natividade,15317
RJ,Nilópolis,162485
RJ,Niterói,513584
RJ,Nova Friburgo,190631
RJ,Nova Iguaçu,821128
RJ,Paracambi,52257
RJ,Paraíba do Sul,44285
RJ,Paraty,43165
RJ,Paty do Alferes,27769
RJ,Petrópolis,306191
RJ,Pinheiral,25156
RJ,Piraí,29277
RJ,Porciúncula,18847
RJ,Porto Real,19683
RJ,Quatis,14302
RJ,Queimados,150319
RJ,Quissamã,24700
RJ,Resende,131341
RJ,Rio Bonito,60201
RJ,Rio Claro,18529
RJ,Rio das Flores,9284
RJ,Rio das Ostras,150674
RJ,Rio de Janeiro,6718903
RJ,Santa Maria Madalena,10404
RJ,Santo Antônio de Pádua,42479
RJ,São Francisco de Itabapoana,42205
RJ,São Fidélis,38669
RJ,São Gonçalo,1084839
RJ,São João da Barra,36102
RJ,São João de Meriti,472406
RJ,São José de Ubá,7171
RJ,São José do Vale do Rio Preto,21795
RJ,São Pedro da Aldeia,104476
RJ,São Sebastião do Alto,9357
RJ,Sapucaia,18228
RJ,Saquarema,89170
RJ,Seropédica,82312
RJ,Silva Jardim,21774
RJ,Sumidouro,15623
RJ,Tanguá,34309
RJ,Teresópolis,182594
RJ,Trajano de Moraes,10626
RJ,Três Rios,81804
RJ,Valença,76523
RJ,Varre-Sai,11000
RJ,Vassouras,36896
RJ,Volta Redonda,273012
SP,Adamantina,35068
SP,Adolfo,3562
SP,Aguaí,36305
SP,Águas da Prata,8180
SP,Águas de Lindóia,18705
SP,Águas de Santa Bárbara,6075
SP,Águas de São Pedro,3451
SP,Agudos,37214
SP,Alambari,6025
SP,Alfredo Marcondes,4166
SP,Altair,4160
SP,Altinópolis,16184
SP,Alto Alegre,4099
SP,Alumínio,18628
SP,Álvares Florence,3679
SP,Álvares Machado,24915
SP,Álvaro de Carvalho,5227
SP,Alvinlândia,3222
SP,Americana,239597
SP,Américo Brasiliense,40504
SP,Américo de Campos,5969
SP,Amparo,72195
SP,Analândia,4995
SP,Andradina,57157
SP,Angatuba,25228
SP,Anhembi,6724
SP,Anhumas,4115
SP,Aparecida,36157
SP,Aparecida d'Oeste,4196
SP,Apiaí,24374
SP,Araçariguama,22364
SP,Araçatuba,197016
SP,Araçoiaba da Serra,34146
SP,Aramina,5620
SP,Arandu,6357
SP,Arapeí,2469
SP,Araraquara,236072
SP,Araras,134236
SP,Arco-Íris,1791
SP,Arealva,8560
SP,Areias,3886
SP,Areiópolis,11129
SP,Ariranha,9668
SP,Artur Nogueira,54408
SP,Arujá,89824
SP,Aspásia,1822
SP,Assis,104386
SP,Atibaia,142761
SP,Auriflama,15189
SP,Avaí,5403
SP,Avanhandava,13649
SP,Avaré,90655
SP,Bady Bassitt,17502
SP,Balbinos,5735
SP,Bálsamo,9068
SP,Bananal,10945
SP,Barão de Antonina,3469
SP,Barbosa,7402
SP,Bariri,35264
SP,Barra Bonita,36126
SP,Barra do Chapéu,5724
SP,Barra do Turvo,7659
SP,Barretos,122098
SP,Barrinha,32812
SP,Barueri,274182
SP,Bastos,20953
SP,Batatais,62508
SP,Bauru,376818
SP,Bebedouro,77496
SP,Bento de Abreu,2980
SP,Bernardino de Campos,11148
SP,Bertioga,63249
SP,Bilac,8034
SP,Birigui,123638
SP,Biritiba-Mirim,32598
SP,Boa Esperança do Sul,14923
SP,Bocaina,12329
SP,Bofete,11730
SP,Boituva,60997
SP,Bom Jesus dos Perdões,25448
SP,Bom Sucesso de Itararé,3954
SP,Borá,837
SP,Boracéia,4823
SP,Borborema,16046
SP,Borebi,2653
SP,Botucatu,146497
SP,Bragança Paulista,168668
SP,Braúna,5686
SP,Brejo Alegre,2865
SP,Brodowski,24939
SP,Brotas,24403
SP,Buri,19878
SP,Buritama,17144
SP,Buritizal,4481
SP,Cabrália Paulista,4264
SP,Cabreúva,49707
SP,Caçapava,94263
SP,Cachoeira Paulista,33327
SP,Caconde,18985
SP,Cafelândia,17767
SP,Caiabu,4191
SP,Caieiras,101470
SP,Caiuá,5874
SP,Cajamar,76801
SP,Cajati,28549
SP,Cajobi,10542
SP,Cajuru,26167
SP,Campina do Monte Alegre,6024
SP,Campinas,1204073
SP,Campo Limpo Paulista,84650
SP,Campos do Jordão,52088
SP,Campos Novos Paulista,4965
SP,Cananéia,12540
SP,Canas,5138
SP,Cândido Mota,31280
SP,Cândido Rodrigues,2793
SP,Canitar,5216
SP,Capão Bonito,47138
SP,Capela do Alto,20706
SP,Capivari,55768
SP,Caraguatatuba,121532
SP,Carapicuíba,400927
SP,Cardoso,12326
SP,Casa Branca,30380
SP,Cássia dos Coqueiros,2523
SP,Castilho,21006
SP,Catanduva,121862
SP,Catiguá,7804
SP,Cedral,9237
SP,Cerqueira César,19985
SP,Cerquilho,48949
SP,Cesário Lange,18148
SP,Charqueada,17190
SP,Clementina,8617
SP,Colina,18468
SP,Colômbia,6210
SP,Conchal,28050
SP,Conchas,17896
SP,Cordeirópolis,24528
SP,Coroados,6058
SP,Coronel Macedo,4681
SP,Corumbataí,4055
SP,Cosmópolis,72252
SP,Cosmorama,7307
SP,Cotia,249210
SP,Cravinhos,35292
SP,Cristais Paulista,8631
SP,Cruzália,2073
SP,Cruzeiro,82238
SP,Cubatão,130705
SP,Cunha,21547
SP,Descalvado,33718
SP,Diadema,423884
SP,Dirce Reis,1793
SP,Divinolândia,11146
SP,Dobrada,8929
SP,Dois Córregos,27315
SP,Dolcinópolis,2115
SP,Dourado,8873
SP,Dracena,46793
SP,Duartina,12445
SP,Dumont,9868
SP,Echaporã,6102
SP,Eldorado,15494
SP,Elias Fausto,17772
SP,Elisiário,3651
SP,Embaúba,2452
SP,Embu das Artes,273726
SP,Embu-Guaçu,69385
SP,Emilianópolis,3214
SP,Engenheiro Coelho,20773
SP,Espírito Santo do Pinhal,44330
SP,Espírito Santo do Turvo,4829
SP,Estrela d'Oeste,8419
SP,Estrela do Norte,2766
SP,Euclides da Cunha Paulista,9371
SP,Fartura,16036
SP,Fernandópolis,69116
SP,Fernando Prestes,5783
SP,Fernão,1716
SP,Ferraz de Vasconcelos,194276
SP,Flora Rica,1464
SP,Floreal,2917
SP,Flórida Paulista,14640
SP,Florínia,2676
SP,Franca,353187
SP,Francisco Morato,175844
SP,Franco da Rocha,154489
SP,Gabriel Monteiro,2776
SP,Gália,6548
SP,Garça,44390
SP,Gastão Vidigal,4808
SP,Gavião Peixoto,4789
SP,General Salgado,10869
SP,Getulina,11409
SP,Glicério,4815
SP,Guaiçara,12168
SP,Guaimbê,5765
SP,Guaíra,40790
SP,Guapiaçu,21454
SP,Guapiara,17157
SP,Guará,21220
SP,Guaraçaí,8323
SP,Guaraci,11188
SP,Guarani d'Oeste,2000
SP,Guarantã,6664
SP,Guararapes,32939
SP,Guararema,29798
SP,Guaratinguetá,121798
SP,Guareí,18520
SP,Guariba,40105
SP,Guarujá,320459
SP,Guarulhos,1379182
SP,Guatapará,7656
SP,Guzolândia,5267
SP,Herculândia,9526
SP,Holambra,14930
SP,Hortolândia,230851
SP,Iacanga,11710
SP,Iacri,6321
SP,Iaras,9240
SP,Ibaté,35104
SP,Ibirá,12393
SP,Ibirarema,7753
SP,Ibitinga,60033
SP,Ibiúna,78878
SP,Icém,8243
SP,Iepê,8159
SP,Igaraçu do Tietê,24674
SP,Igarapava,30432
SP,Igaratá,9534
SP,Iguape,30857
SP,Ilhabela,34970
SP,Ilha Comprida,11166
SP,Ilha Solteira,26686
SP,Indaiatuba,251627
SP,Indiana,4885
SP,Indiaporã,3897
SP,Inúbia Paulista,3991
SP,Ipaussu,14971
SP,Iperó,37133
SP,Ipeúna,7546
SP,Ipiguá,5392
SP,Iporanga,4218
SP,Ipuã,16409
SP,Iracemápolis,24235
SP,Irapuã,7993
SP,Irapuru,8294
SP,Itaberá,17556
SP,Itaí,27125
SP,Itajobi,15262
SP,Itaju,3835
SP,Itanhaém,101816
SP,Itaóca,3328
SP,Itapecerica da Serra,175693
SP,Itapetininga,163901
SP,Itapeva,94354
SP,Itapevi,237700
SP,Itapira,74773
SP,Itapirapuã Paulista,4241
SP,Itápolis,43120
SP,Itaporanga,15149
SP,Itapuí,13992
SP,Itapura,4906
SP,Itaquaquecetuba,370821
SP,Itararé,50503
SP,Itariri,17436
SP,Itatiba,120858
SP,Itatinga,20697
SP,Itirapina,18157
SP,Itirapuã,6499
SP,Itobi,7841
SP,Itu,173939
SP,Itupeva,61252
SP,Ituverava,41824
SP,Jaborandi,6929
SP,Jaboticabal,77263
SP,Jacareí,233662
SP,Jaci,7067
SP,Jacupiranga,17866
SP,Jaguariúna,57488
SP,Jales,49107
SP,Jambeiro,6602
SP,Jandira,124937
SP,Jardinópolis,44380
SP,Jarinu,30044
SP,Jaú,150252
SP,Jeriquara,3159
SP,Joanópolis,13220
SP,João Ramalho,4523
SP,José Bonifácio,37015
SP,Júlio Mesquita,4776
SP,Jumirim,3367
SP,Jundiaí,418962
SP,Junqueirópolis,20679
SP,Juquiá,18812
SP,Juquitiba,31444
SP,Lagoinha,4896
SP,Laranjal Paulista,28516
SP,Lavínia,11980
SP,Lavrinhas,7260
SP,Leme,103391
SP,Lençóis Paulista,68432
SP,Limeira,306114
SP,Lindóia,7980
SP,Lins,78013
SP,Lorena,88706
SP,Lourdes,2289
SP,Louveira,48885
SP,Lucélia,21747
SP,Lucianópolis,2394
SP,Luís Antônio,14947
SP,Luiziânia,5790
SP,Lupércio,4584
SP,Lutécia,2649
SP,Macatuba,17163
SP,Macaubal,8120
SP,Macedônia,3698
SP,Magda,3119
SP,Mairinque,47150
SP,Mairiporã,100179
SP,Manduri,9846
SP,Marabá Paulista,5853
SP,Maracaí,14002
SP,Marapoama,3031
SP,Mariápolis,4084
SP,Marília,238882
SP,Marinópolis,2112
SP,Martinópolis,26461
SP,Matão,83170
SP,Mauá,472912
SP,Mendonça,5490
SP,Meridiano,3836
SP,Mesópolis,1908
SP,Miguelópolis,22226
SP,Mineiros do Tietê,12908
SP,Miracatu,19779
SP,Mira Estrela,3086
SP,Mirandópolis,29564
SP,Mirante do Paranapanema,18259
SP,Mirassol,59824
SP,Mirassolândia,4871
SP,Mococa,68885
SP,Mogi das Cruzes,445842
SP,Mogi Guaçu,151888
SP,Mogi Mirim,93189
SP,Mombuca,3493
SP,Monções,2259
SP,Mongaguá,56702
SP,Monte Alegre do Sul,8038
SP,Monte Alto,50498
SP,Monte Aprazível,25087
SP,Monte Azul Paulista,19008
SP,Monte Castelo,4166
SP,Monteiro Lobato,4653
SP,Monte Mor,59772
SP,Morro Agudo,32968
SP,Morungaba,13622
SP,Motuca,4758
SP,Murutinga do Sul,4486
SP,Nantes,3141
SP,Narandiba,4857
SP,Natividade da Serra,6661
SP,Nazaré Paulista,18524
SP,Neves Paulista,8930
SP,Nhandeara,11478
SP,Nipoã,5213
SP,Nova Aliança,6973
SP,Nova Campina,9755
SP,Nova Canaã Paulista,1881
SP,Nova Castilho,1267
SP,Nova Europa,11186
SP,Nova Granada,21500
SP,Nova Guataporanga,2316
SP,Nova Independência,3969
SP,Novais,5830
SP,Nova Luzitânia,4101
SP,Nova Odessa,60174
SP,Novo Horizonte,41052
SP,Nuporanga,7432
SP,Ocauçu,4289
SP,Óleo,2496
SP,Olímpia,54772
SP,Onda Verde,4381
SP,Oriente,6515
SP,Orindiúva,7066
SP,Orlândia,44028
SP,Osasco,698418
SP,Oscar Bressane,2603
SP,Osvaldo Cruz,32879
SP,Ourinhos,113542
SP,Ouroeste,10361
SP,Ouro Verde,8562
SP,Pacaembu,14197
SP,Palestina,12957
SP,Palmares Paulista,13275
SP,Palmeira d'Oeste,9283
SP,Palmital,22221
SP,Panorama,15777
SP,Paraguaçu Paulista,45703
SP,Paraibuna,18222
SP,Paraíso,6454
SP,Paranapanema,20197
SP,Paranapuã,4078
SP,Parapuã,10964
SP,Pardinho,6435
SP,Pariquera-Açu,19648
SP,Parisi,2161
SP,Patrocínio Paulista,14670
SP,Paulicéia,7366
SP,Paulínia,109424
SP,Paulistânia,1833
SP,Paulo de Faria,8945
SP,Pederneiras,46687
SP,Pedra Bela,6093
SP,Pedranópolis,2494
SP,Pedregulho,16744
SP,Pedreira,47919
SP,Pedrinhas Paulista,3093
SP,Pedro de Toledo,11331
SP,Penápolis,63407
SP,Pereira Barreto,25669
SP,Pereiras,8668
SP,Peruíbe,68284
SP,Piacatu,5980
SP,Piedade,55348
SP,Pilar do Sul,29185
SP,Pindamonhangaba,168328
SP,Pindorama,17049
SP,Pinhalzinho,15207
SP,Piquerobi,3692
SP,Piquete,13657
SP,Piracaia,27303
SP,Piracicaba,404142
SP,Piraju,29806
SP,Pirajuí,25492
SP,Pirangi,11417
SP,Pirapora do Bom Jesus,18895
SP,Pirapozinho,27527
SP,Pirassununga,76409
SP,Piratininga,13636
SP,Pitangueiras,39719
SP,Planalto,5237
SP,Platina,3550
SP,Poá,117452
SP,Poloni,6059
SP,Pompéia,22014
SP,Pongaí,3416
SP,Pontal,49961
SP,Pontalinda,4628
SP,Pontes Gestal,2577
SP,Populina,4169
SP,Porangaba,9925
SP,Porto Feliz,53098
SP,Porto Ferreira,56150
SP,Potim,24643
SP,Potirendaba,17361
SP,Pracinha,4093
SP,Pradópolis,21496
SP,Praia Grande,325073
SP,Pratânia,5261
SP,Presidente Alves,4094
SP,Presidente Bernardes,13106
SP,Presidente Epitácio,44200
SP,Presidente Prudente,228743
SP,Presidente Venceslau,39516
SP,Promissão,40432
SP,Quadra,3804
SP,Quatá,14109
SP,Queiroz,3406
SP,Queluz,13420
SP,Quintana,6638
SP,Rafard,9076
SP,Rancharia,29707
SP,Redenção da Serra,3851
SP,Regente Feijó,20261
SP,Reginópolis,9621
SP,Registro,56322
SP,Restinga,7593
SP,Ribeira,3340
SP,Ribeirão Bonito,13219
SP,Ribeirão Branco,16444
SP,Ribeirão Corrente,4718
SP,Ribeirão do Sul,4541
SP,Ribeirão dos Índios,2225
SP,Ribeirão Grande,7673
SP,Ribeirão Pires,123393
SP,Ribeirão Preto,703293
SP,Riversul,5524
SP,Rifaina,3629
SP,Rincão,10799
SP,Rinópolis,9981
SP,Rio Claro,206424
SP,Rio das Pedras,35228
SP,Rio Grande da Serra,50846
SP,Riolândia,12518
SP,Rosana,16643
SP,Roseira,10712
SP,Rubiácea,3128
SP,Rubinéia,3148
SP,Sabino,5590
SP,Sagres,2432
SP,Sales,6331
SP,Sales Oliveira,11890
SP,Salesópolis,17139
SP,Salmourão,5300
SP,Saltinho,8286
SP,Salto,118663
SP,Salto de Pirapora,45422
SP,Salto Grande,9331
SP,Sandovalina,4302
SP,Santa Adélia,15480
SP,Santa Albertina,6008
SP,Santa Bárbara d'Oeste,193475
SP,Santa Branca,14788
SP,Santa Clara d'Oeste,2115
SP,Santa Cruz da Conceição,4503
SP,Santa Cruz da Esperança,2139
SP,Santa Cruz das Palmeiras,34361
SP,Santa Cruz do Rio Pardo,47673
SP,Santa Ernestina,5599
SP,Santa Fé do Sul,32322
SP,Santa Gertrudes,26898
SP,Santa Isabel,57386
SP,Santa Lúcia,8817
SP,Santa Maria da Serra,6173
SP,Santa Mercedes,2939
SP,Santana da Ponte Pensa,1487
SP,Santana de Parnaíba,139447
SP,Santa Rita d'Oeste,2498
SP,Santa Rita do Passa Quatro,27557
SP,Santa Rosa de Viterbo,26540
SP,Santa Salete,1545
SP,Santo Anastácio,20878
SP,Santo André,718773
SP,Santo Antônio da Alegria,6929
SP,Santo Antônio de Posse,23310
SP,Santo Antônio do Aracanguá,8420
SP,Santo Antônio do Jardim,5954
SP,Santo Antônio do Pinhal,6811
SP,Santo Expedito,3111
SP,Santópolis do Aguapeí,4777
SP,Santos,433311
SP,São Bento do Sapucaí,10878
SP,São Bernardo do Campo,838936
SP,São Caetano do Sul,161127
SP,São Carlos,251983
SP,São Francisco,2821
SP,São João da Boa Vista,91211
SP,São João das Duas Pontes,2568
SP,São João de Iracema,1922
SP,São João do Pau d'Alho,2105
SP,São Joaquim da Barra,51888
SP,São José da Bela Vista,8928
SP,São José do Barreiro,4147
SP,São José do Rio Pardo,54946
SP,São José do Rio Preto,460671
SP,São José dos Campos,721944
SP,São Lourenço da Serra,15825
SP,São Luís do Paraitinga,10687
SP,São Manuel,40954
SP,São Miguel Arcanjo,32931
SP,São Paulo,12252023
SP,São Pedro,35653
SP,São Pedro do Turvo,7666
SP,São Roque,91016
SP,São Sebastião,88980
SP,São Sebastião da Grama,12182
SP,São Simão,15322
SP,São Vicente,365798
SP,Sarapuí,10285
SP,Sarutaiá,3638
SP,Sebastianópolis do Sul,3513
SP,Serra Azul,14662
SP,Serrana,45107
SP,Serra Negra,29229
SP,Sertãozinho,125815
SP,Sete Barras,12832
SP,Severínia,17496
SP,Silveiras,6302
SP,Socorro,41005
SP,Sorocaba,679378
SP,Sud Mennucci,7718
SP,Sumaré,282441
SP,Suzano,297637
SP,Suzanápolis,3963
SP,Tabapuã,12407
SP,Tabatinga,16496
SP,Taboão da Serra,289664
SP,Taciba,6285
SP,Taguaí,13859
SP,Taiaçu,6295
SP,Taiúva,5566
SP,Tambaú,23207
SP,Tanabi,25967
SP,Tapiraí,7807
SP,Tapiratiba,12960
SP,Taquaral,2811
SP,Taquaritinga,57177
SP,Taquarituba,23218
SP,Taquarivaí,5852
SP,Tarabai,7468
SP,Tarumã,15000
SP,Tatuí,121766
SP,Taubaté,314924
SP,Tejupá,4532
SP,Teodoro Sampaio,23148
SP,Terra Roxa,9370
SP,Tietê,42076
SP,Timburi,2658
SP,Torre de Pedra,2412
SP,Torrinha,10010
SP,Trabiju,1724
SP,Tremembé,47185
SP,Três Fronteiras,5807
SP,Tuiuti,6894
SP,Tupã,65524
SP,Tupi Paulista,15495
SP,Turiúba,2016
SP,Turmalina,1727
SP,Ubarana,6309
SP,Ubatuba,90799
SP,Ubirajara,4780
SP,Uchoa,10110
SP,União Paulista,1844
SP,Urânia,9114
SP,Uru,1165
SP,Urupês,13809
SP,Valentim Gentil,13326
SP,Valinhos,129193
SP,Valparaíso,26480
SP,Vargem,10537
SP,Vargem Grande do Sul,42845
SP,Vargem Grande Paulista,52597
SP,Várzea Paulista,121838
SP,Vera Cruz,10843
SP,Vinhedo,78728
SP,Viradouro,18898
SP,Vista Alegre do Alto,8810
SP,Vitória Brasil,1840
SP,Votorantim,122480
SP,Votuporanga,94547
SP,Zacarias,2718
SP,Chavantes,12418
SP,Estiva Gerbi,11304
PR,Abatiá,7457
PR,Adrianópolis,5919
PR,Agudos do Sul,9371
PR,Almirante Tamandaré,118623
PR,Altamira do Paraná,1942
PR,Altônia,22056
PR,Alto Paraná,14770
PR,Alto Piquiri,9836
PR,Alvorada do Sul,11406
PR,Amaporã,6257
PR,Ampére,19152
PR,Anahy,2801
PR,Andirá,20031
PR,Ângulo,2928
PR,Antonina,18980
PR,Antônio Olinto,7434
PR,Apucarana,134996
PR,Arapongas,123027
PR,Arapoti,28115
PR,Arapuã,3068
PR,Araruna,13970
PR,Araucária,143843
PR,Ariranha do Ivaí,2108
PR,Assaí,15119
PR,Assis Chateaubriand,33362
PR,Astorga,26111
PR,Atalaia,3892
PR,Balsa Nova,12941
PR,Bandeirantes,31367
PR,Barbosa Ferraz,11568
PR,Barracão,10275
PR,Barra do Jacaré,2781
PR,Bela Vista da Caroba,3511
PR,Bela Vista do Paraíso,15397
PR,Bituruna,16389
PR,Boa Esperança,4105
PR,Boa Esperança do Iguaçu,2503
PR,Boa Ventura de São Roque,6387
PR,Boa Vista da Aparecida,7591
PR,Bocaiúva do Sul,12944
PR,Bom Jesus do Sul,3541
PR,Bom Sucesso,7032
PR,Bom Sucesso do Sul,3264
PR,Borrazópolis,6592
PR,Braganey,5427
PR,Brasilândia do Sul,2651
PR,Cafeara,2934
PR,Cafelândia,18120
PR,Cafezal do Sul,4044
PR,Califórnia,8570
PR,Cambará,25360
PR,Cambé,106533
PR,Cambira,7865
PR,Campina da Lagoa,14202
PR,Campina do Simão,3887
PR,Campina Grande do Sul,43288
PR,Campo Bonito,3833
PR,Campo do Tenente,7971
PR,Campo Largo,132002
PR,Campo Magro,29318
PR,Campo Mourão,94859
PR,Cândido de Abreu,15018
PR,Candói,15979
PR,Cantagalo,13317
PR,Capanema,19124
PR,Capitão Leônidas Marques,15780
PR,Carambeí,23415
PR,Carlópolis,14320
PR,Cascavel,328454
PR,Castro,71484
PR,Catanduvas,10189
PR,Centenário do Sul,10827
PR,Cerro Azul,17779
PR,Céu Azul,11765
PR,Chopinzinho,19254
PR,Cianorte,82620
PR,Cidade Gaúcha,12652
PR,Clevelândia,16559
PR,Colombo,243726
PR,Colorado,24012
PR,Congonhinhas,8818
PR,Conselheiro Mairinck,3860
PR,Contenda,18584
PR,Corbélia,17071
PR,Cornélio Procópio,47845
PR,Coronel Domingos Soares,7497
PR,Coronel Vivida,20734
PR,Corumbataí do Sul,3219
PR,Cruzeiro do Iguaçu,4252
PR,Cruzeiro do Oeste,20932
PR,Cruzeiro do Sul,4469
PR,Cruz Machado,18708
PR,Cruzmaltina,2950
PR,Curitiba,1933105
PR,Curiúva,15101
PR,Diamante do Norte,5087
PR,Diamante do Sul,3439
PR,Diamante D'Oeste,5253
PR,Dois Vizinhos,40641
PR,Douradina,8747
PR,Doutor Camargo,5979
PR,Enéas Marques,5961
PR,Engenheiro Beltrão,14000
PR,Esperança Nova,1698
PR,Entre Rios do Oeste,4539
PR,Espigão Alto do Iguaçu,4117
PR,Farol,3089
PR,Faxinal,17251
PR,Fazenda Rio Grande,100209
PR,Fênix,4762
PR,Fernandes Pinheiro,5646
PR,Figueira,7770
PR,Floraí,4929
PR,Flor da Serra do Sul,4624
PR,Floresta,6774
PR,Florestópolis,10548
PR,Flórida,2689
PR,Formosa do Oeste,6578
PR,Foz do Iguaçu,258532
PR,Francisco Alves,6046
PR,Francisco Beltrão,91093
PR,Foz do Jordão,4650
PR,General Carneiro,13710
PR,Godoy Moreira,2946
PR,Goioerê,28884
PR,Goioxim,7111
PR,Grandes Rios,5618
PR,Guaíra,33119
PR,Guairaçá,6581
PR,Guamiranga,8739
PR,Guapirama,3802
PR,Guaporema,2243
PR,Guaraci,5502
PR,Guaraniaçu,12472
PR,Guarapuava,181504
PR,Guaraqueçaba,7636
PR,Guaratuba,37067
PR,Honório Serpa,5211
PR,Ibaiti,31364
PR,Ibema,6352
PR,Ibiporã,54558
PR,Icaraíma,7904
