regiao,estado,data,casosNovos,casosAcumulados,obitosNovos,obitosAcumulados
Nordeste,CE,15/02/2020,0,0,0,0
Nordeste,CE,16/02/2020,0,0,0,0
Nordeste,CE,17/02/2020,0,0,0,0
Nordeste,CE,18/02/2020,0,0,0,0
Nordeste,CE,19/02/2020,0,0,0,0
Nordeste,CE,20/02/2020,0,0,0,0
Nordeste,CE,21/02/2020,0,0,0,0
Nordeste,CE,22/02/2020,0,0,0,0
Nordeste,CE,23/02/2020,0,0,0,0
Nordeste,CE,24/02/2020,0,0,0,0
Nordeste,CE,25/02/2020,0,0,0,0
Nordeste,CE,26/02/2020,0,0,0,0
Nordeste,CE,27/02/2020,0,0,0,0
Nordeste,CE,28/02/2020,0,0,0,0
Nordeste,CE,29/02/2020,0,0,0,0
Nordeste,CE,01/03/2020,0,0,0,0
Nordeste,CE,02/03/2020,0,0,0,0
Nordeste,CE,03/03/2020,0,0,0,0
Nordeste,CE,04/03/2020,0,0,0,0
Nordeste,CE,05/03/2020,0,0,0,0
Nordeste,CE,06/03/2020,0,0,0,0
Nordeste,CE,07/03/2020,0,0,0,0
Nordeste,CE,08/03/2020,0,0,0,0
Nordeste,CE,09/03/2020,0,0,0,0
Nordeste,CE,10/03/2020,0,0,0,0
Nordeste,CE,11/03/2020,0,0,0,0
Nordeste,CE,12/03/2020,0,0,0,0
Nordeste,CE,13/03/2020,0,0,0,0
Nordeste,CE,14/03/2020,0,0,0,0
Nordeste,CE,15/03/2020,0,0,0,0
Nordeste,CE,16/03/2020,0,0,0,0
Nordeste,CE,17/03/2020,5,5,0,0
Nordeste,CE,18/03/2020,4,9,0,0
Nordeste,CE,19/03/2020,11,20,0,0
Nordeste,CE,20/03/2020,35,55,0,0
Nordeste,CE,21/03/2020,13,68,0,0
Nordeste,CE,22/03/2020,44,112,0,0
Nordeste,CE,23/03/2020,51,163,0,0
Nordeste,CE,24/03/2020,19,182,0,0
Nordeste,CE,25/03/2020,18,200,0,0
Nordeste,CE,26/03/2020,35,235,3,3
Nordeste,CE,27/03/2020,47,282,0,3
Nordeste,CE,28/03/2020,32,314,1,4
Nordeste,CE,29/03/2020,34,348,1,5
Nordeste,CE,30/03/2020,24,372,0,5
Nordeste,CE,31/03/2020,18,390,2,7
Nordeste,CE,01/04/2020,54,444,1,8
Nordeste,CE,02/04/2020,106,550,12,20
Nordeste,CE,03/04/2020,77,627,2,22
Nordeste,CE,04/04/2020,103,730,0,22
Nordeste,CE,05/04/2020,93,823,4,26
Nordeste,RN,30/01/2020,0,0,0,0
Nordeste,RN,31/01/2020,0,0,0,0
Nordeste,RN,01/02/2020,0,0,0,0
Nordeste,RN,02/02/2020,0,0,0,0
Nordeste,RN,03/02/2020,0,0,0,0
Nordeste,RN,04/02/2020,0,0,0,0
Nordeste,RN,05/02/2020,0,0,0,0
Nordeste,RN,06/02/2020,0,0,0,0
Nordeste,RN,07/02/2020,0,0,0,0
Nordeste,RN,08/02/2020,0,0,0,0
Nordeste,RN,09/02/2020,0,0,0,0
Nordeste,RN,10/02/2020,0,0,0,0
Nordeste,RN,11/02/2020,0,0,0,0
Nordeste,RN,12/02/2020,0,0,0,0
Nordeste,RN,13/02/2020,0,0,0,0
Nordeste,RN,14/02/2020,0,0,0,0
Nordeste,RN,15/02/2020,0,0,0,0
Nordeste,RN,16/02/2020,0,0,0,0
Nordeste,RN,17/02/2020,0,0,0,0
Nordeste,RN,18/02/2020,0,0,0,0
Nordeste,RN,19/02/2020,0,0,0,0
Nordeste,RN,20/02/2020,0,0,0,0
Nordeste,RN,21/02/2020,0,0,0,0
Nordeste,RN,22/02/2020,0,0,0,0
Nordeste,RN,23/02/2020,0,0,0,0
Nordeste,RN,24/02/2020,0,0,0,0
Nordeste,RN,25/02/2020,0,0,0,0
Nordeste,RN,26/02/2020,0,0,0,0
Nordeste,RN,27/02/2020,0,0,0,0
Nordeste,RN,28/02/2020,0,0,0,0
Nordeste,RN,29/02/2020,0,0,0,0
Nordeste,RN,01/03/2020,0,0,0,0
Nordeste,RN,02/03/2020,0,0,0,0
Nordeste,RN,03/03/2020,0,0,0,0
Nordeste,RN,04/03/2020,0,0,0,0
Nordeste,RN,05/03/2020,0,0,0,0
Nordeste,RN,06/03/2020,0,0,0,0
Nordeste,RN,07/03/2020,0,0,0,0
Nordeste,RN,08/03/2020,0,0,0,0
Nordeste,RN,09/03/2020,0,0,0,0
Nordeste,RN,10/03/2020,0,0,0,0
Nordeste,RN,11/03/2020,0,0,0,0
Nordeste,RN,12/03/2020,0,0,0,0
Nordeste,RN,13/03/2020,1,1,0,0
Nordeste,RN,14/03/2020,0,1,0,0
Nordeste,RN,15/03/2020,0,1,0,0
Nordeste,RN,16/03/2020,0,1,0,0
Nordeste,RN,17/03/2020,0,1,0,0
Nordeste,RN,18/03/2020,0,1,0,0
Nordeste,RN,19/03/2020,0,1,0,0
Nordeste,RN,20/03/2020,0,1,0,0
Nordeste,RN,21/03/2020,5,6,0,0
Nordeste,RN,22/03/2020,3,9,0,0
Nordeste,RN,23/03/2020,4,13,0,0
Nordeste,RN,24/03/2020,0,13,0,0
Nordeste,RN,25/03/2020,1,14,0,0
Nordeste,RN,26/03/2020,5,19,0,0
Nordeste,RN,27/03/2020,9,28,0,0
Nordeste,RN,28/03/2020,17,45,0,0
Nordeste,RN,29/03/2020,23,68,1,1
Nordeste,RN,30/03/2020,9,77,0,1
Nordeste,RN,31/03/2020,5,82,0,1
Nordeste,RN,01/04/2020,10,92,1,2
Nordeste,RN,02/04/2020,13,105,0,2
Nordeste,RN,03/04/2020,71,176,2,4
Nordeste,RN,04/04/2020,36,212,1,5
Nordeste,RN,05/04/2020,30,242,2,7
Nordeste,PB,30/01/2020,0,0,0,0
Nordeste,PB,31/01/2020,0,0,0,0
Nordeste,PB,01/02/2020,0,0,0,0
Nordeste,PB,02/02/2020,0,0,0,0
Nordeste,PB,03/02/2020,0,0,0,0
Nordeste,PB,04/02/2020,0,0,0,0
Nordeste,PB,05/02/2020,0,0,0,0
Nordeste,PB,06/02/2020,0,0,0,0
Nordeste,PB,07/02/2020,0,0,0,0
Nordeste,PB,08/02/2020,0,0,0,0
Nordeste,PB,09/02/2020,0,0,0,0
Nordeste,PB,10/02/2020,0,0,0,0
Nordeste,PB,11/02/2020,0,0,0,0
Nordeste,PB,12/02/2020,0,0,0,0
Nordeste,PB,13/02/2020,0,0,0,0
Nordeste,PB,14/02/2020,0,0,0,0
Nordeste,PB,15/02/2020,0,0,0,0
Nordeste,PB,16/02/2020,0,0,0,0
Nordeste,PB,17/02/2020,0,0,0,0
Nordeste,PB,18/02/2020,0,0,0,0
Nordeste,PB,19/02/2020,0,0,0,0
Nordeste,PB,20/02/2020,0,0,0,0
Nordeste,PB,21/02/2020,0,0,0,0
Nordeste,PB,22/02/2020,0,0,0,0
Nordeste,PB,23/02/2020,0,0,0,0
Nordeste,PB,24/02/2020,0,0,0,0
Nordeste,PB,25/02/2020,0,0,0,0
Nordeste,PB,26/02/2020,0,0,0,0
Nordeste,PB,27/02/2020,0,0,0,0
Nordeste,PB,28/02/2020,0,0,0,0
Nordeste,PB,29/02/2020,0,0,0,0
Nordeste,PB,01/03/2020,0,0,0,0
Nordeste,PB,02/03/2020,0,0,0,0
Nordeste,PB,03/03/2020,0,0,0,0
Nordeste,PB,04/03/2020,0,0,0,0
Nordeste,PB,05/03/2020,0,0,0,0
Nordeste,PB,06/03/2020,0,0,0,0
Nordeste,PB,07/03/2020,0,0,0,0
Nordeste,PB,08/03/2020,0,0,0,0
Nordeste,PB,09/03/2020,0,0,0,0
Nordeste,PB,10/03/2020,0,0,0,0
Nordeste,PB,11/03/2020,0,0,0,0
Nordeste,PB,12/03/2020,0,0,0,0
Nordeste,PB,13/03/2020,0,0,0,0
Nordeste,PB,14/03/2020,0,0,0,0
Nordeste,PB,15/03/2020,0,0,0,0
Nordeste,PB,16/03/2020,0,0,0,0
Nordeste,PB,17/03/2020,0,0,0,0
Nordeste,PB,18/03/2020,0,0,0,0
Nordeste,PB,19/03/2020,1,1,0,0
Nordeste,PB,20/03/2020,0,1,0,0
Nordeste,PB,21/03/2020,0,1,0,0
Nordeste,PB,22/03/2020,0,1,0,0
Nordeste,PB,23/03/2020,1,2,0,0
Nordeste,PB,24/03/2020,1,3,0,0
Nordeste,PB,25/03/2020,0,3,0,0
Nordeste,PB,26/03/2020,2,5,0,0
Nordeste,PB,27/03/2020,4,9,0,0
Nordeste,PB,28/03/2020,5,14,0,0
Nordeste,PB,29/03/2020,0,14,0,0
Nordeste,PB,30/03/2020,1,15,0,0
Nordeste,PB,31/03/2020,2,17,0,0
Nordeste,PB,01/04/2020,3,20,1,1
Nordeste,PB,02/04/2020,1,21,0,1
Nordeste,PB,03/04/2020,8,29,0,1
Nordeste,PB,04/04/2020,3,32,1,2
Nordeste,PB,05/04/2020,2,34,2,4
Nordeste,PE,30/01/2020,0,0,0,0
Nordeste,PE,31/01/2020,0,0,0,0
Nordeste,PE,01/02/2020,0,0,0,0
Nordeste,PE,02/02/2020,0,0,0,0
Nordeste,PE,03/02/2020,0,0,0,0
Nordeste,PE,04/02/2020,0,0,0,0
Nordeste,PE,05/02/2020,0,0,0,0
Nordeste,PE,06/02/2020,0,0,0,0
Nordeste,PE,07/02/2020,0,0,0,0
Nordeste,PE,08/02/2020,0,0,0,0
Nordeste,PE,09/02/2020,0,0,0,0
Nordeste,PE,10/02/2020,0,0,0,0
Nordeste,PE,11/02/2020,0,0,0,0
Nordeste,PE,12/02/2020,0,0,0,0
Nordeste,PE,13/02/2020,0,0,0,0
Nordeste,PE,14/02/2020,0,0,0,0
Nordeste,PE,15/02/2020,0,0,0,0
Nordeste,PE,16/02/2020,0,0,0,0
Nordeste,PE,17/02/2020,0,0,0,0
Nordeste,PE,18/02/2020,0,0,0,0
Nordeste,PE,19/02/2020,0,0,0,0
Nordeste,PE,20/02/2020,0,0,0,0
Nordeste,PE,21/02/2020,0,0,0,0
Nordeste,PE,22/02/2020,0,0,0,0
Nordeste,PE,23/02/2020,0,0,0,0
Nordeste,PE,24/02/2020,0,0,0,0
Nordeste,PE,25/02/2020,0,0,0,0
Nordeste,PE,26/02/2020,0,0,0,0
Nordeste,PE,27/02/2020,0,0,0,0
Nordeste,PE,28/02/2020,0,0,0,0
Nordeste,PE,29/02/2020,0,0,0,0
Nordeste,PE,01/03/2020,0,0,0,0
Nordeste,PE,02/03/2020,0,0,0,0
Nordeste,PE,03/03/2020,0,0,0,0
Nordeste,PE,04/03/2020,0,0,0,0
Nordeste,PE,05/03/2020,0,0,0,0
Nordeste,PE,06/03/2020,0,0,0,0
Nordeste,PE,07/03/2020,0,0,0,0
Nordeste,PE,08/03/2020,0,0,0,0
Nordeste,PE,09/03/2020,0,0,0,0
Nordeste,PE,10/03/2020,0,0,0,0
Nordeste,PE,11/03/2020,0,0,0,0
Nordeste,PE,12/03/2020,2,2,0,0
Nordeste,PE,13/03/2020,0,2,0,0
Nordeste,PE,14/03/2020,0,2,0,0
Nordeste,PE,15/03/2020,0,2,0,0
Nordeste,PE,16/03/2020,0,2,0,0
Nordeste,PE,17/03/2020,14,16,0,0
Nordeste,PE,18/03/2020,0,16,0,0
Nordeste,PE,19/03/2020,12,28,0,0
Nordeste,PE,20/03/2020,2,30,0,0
Nordeste,PE,21/03/2020,0,30,0,0
Nordeste,PE,22/03/2020,7,37,0,0
Nordeste,PE,23/03/2020,5,42,0,0
Nordeste,PE,24/03/2020,0,42,0,0
Nordeste,PE,25/03/2020,4,46,1,1
Nordeste,PE,26/03/2020,2,48,2,3
Nordeste,PE,27/03/2020,8,56,1,4
Nordeste,PE,28/03/2020,12,68,1,5
Nordeste,PE,29/03/2020,5,73,0,5
Nordeste,PE,30/03/2020,5,78,1,6
Nordeste,PE,31/03/2020,9,87,0,6
Nordeste,PE,01/04/2020,8,95,2,8
Nordeste,PE,02/04/2020,11,106,1,9
Nordeste,PE,03/04/2020,30,136,1,10
Nordeste,PE,04/04/2020,40,176,4,14
Nordeste,PE,05/04/2020,25,201,7,21
Nordeste,AL,30/01/2020,0,0,0,0
Nordeste,AL,31/01/2020,0,0,0,0
Nordeste,AL,01/02/2020,0,0,0,0
Nordeste,AL,02/02/2020,0,0,0,0
Nordeste,AL,03/02/2020,0,0,0,0
Nordeste,AL,04/02/2020,0,0,0,0
Nordeste,AL,05/02/2020,0,0,0,0
Nordeste,AL,06/02/2020,0,0,0,0
Nordeste,AL,07/02/2020,0,0,0,0
Nordeste,AL,08/02/2020,0,0,0,0
Nordeste,AL,09/02/2020,0,0,0,0
Nordeste,AL,10/02/2020,0,0,0,0
Nordeste,AL,11/02/2020,0,0,0,0
Nordeste,AL,12/02/2020,0,0,0,0
Nordeste,AL,13/02/2020,0,0,0,0
Nordeste,AL,14/02/2020,0,0,0,0
Nordeste,AL,15/02/2020,0,0,0,0
Nordeste,AL,16/02/2020,0,0,0,0
Nordeste,AL,17/02/2020,0,0,0,0
Nordeste,AL,18/02/2020,0,0,0,0
Nordeste,AL,19/02/2020,0,0,0,0
Nordeste,AL,20/02/2020,0,0,0,0
Nordeste,AL,21/02/2020,0,0,0,0
Nordeste,AL,22/02/2020,0,0,0,0
Nordeste,AL,23/02/2020,0,0,0,0
Nordeste,AL,24/02/2020,0,0,0,0
Nordeste,AL,25/02/2020,0,0,0,0
Nordeste,AL,26/02/2020,0,0,0,0
Nordeste,AL,27/02/2020,0,0,0,0
Nordeste,AL,28/02/2020,0,0,0,0
Nordeste,AL,29/02/2020,0,0,0,0
Nordeste,AL,01/03/2020,0,0,0,0
Nordeste,AL,02/03/2020,0,0,0,0
Nordeste,AL,03/03/2020,0,0,0,0
Nordeste,AL,04/03/2020,0,0,0,0
Nordeste,AL,05/03/2020,0,0,0,0
Nordeste,AL,06/03/2020,0,0,0,0
Nordeste,AL,07/03/2020,0,0,0,0
Nordeste,AL,08/03/2020,1,1,0,0
Nordeste,AL,09/03/2020,0,1,0,0
Nordeste,AL,10/03/2020,0,1,0,0
Nordeste,AL,11/03/2020,0,1,0,0
Nordeste,AL,12/03/2020,0,1,0,0
Nordeste,AL,13/03/2020,0,1,0,0
Nordeste,AL,14/03/2020,0,1,0,0
Nordeste,AL,15/03/2020,0,1,0,0
Nordeste,AL,16/03/2020,0,1,0,0
Nordeste,AL,17/03/2020,0,1,0,0
Nordeste,AL,18/03/2020,0,1,0,0
Nordeste,AL,19/03/2020,3,4,0,0
Nordeste,AL,20/03/2020,1,5,0,0
Nordeste,AL,21/03/2020,2,7,0,0
Nordeste,AL,22/03/2020,0,7,0,0
Nordeste,AL,23/03/2020,0,7,0,0
Nordeste,AL,24/03/2020,2,9,0,0
Nordeste,AL,25/03/2020,2,11,0,0
Nordeste,AL,26/03/2020,0,11,0,0
Nordeste,AL,27/03/2020,0,11,0,0
Nordeste,AL,28/03/2020,3,14,0,0
Nordeste,AL,29/03/2020,3,17,0,0
Nordeste,AL,30/03/2020,0,17,0,0
Nordeste,AL,31/03/2020,1,18,1,1
Nordeste,AL,01/04/2020,0,18,0,1
Nordeste,AL,02/04/2020,0,18,0,1
Nordeste,AL,03/04/2020,4,22,1,2
Nordeste,AL,04/04/2020,1,23,0,2
Nordeste,AL,05/04/2020,5,28,0,2
Nordeste,SE,30/01/2020,0,0,0,0
Nordeste,SE,31/01/2020,0,0,0,0
Nordeste,SE,01/02/2020,0,0,0,0
Nordeste,SE,02/02/2020,0,0,0,0
Nordeste,SE,03/02/2020,0,0,0,0
Nordeste,SE,04/02/2020,0,0,0,0
Nordeste,SE,05/02/2020,0,0,0,0
Nordeste,SE,06/02/2020,0,0,0,0
Nordeste,SE,07/02/2020,0,0,0,0
Nordeste,SE,08/02/2020,0,0,0,0
Nordeste,SE,09/02/2020,0,0,0,0
Nordeste,SE,10/02/2020,0,0,0,0
Nordeste,SE,11/02/2020,0,0,0,0
Nordeste,SE,12/02/2020,0,0,0,0
Nordeste,SE,13/02/2020,0,0,0,0
Nordeste,SE,14/02/2020,0,0,0,0
Nordeste,SE,15/02/2020,0,0,0,0
Nordeste,SE,16/02/2020,0,0,0,0
Nordeste,SE,17/02/2020,0,0,0,0
Nordeste,SE,18/02/2020,0,0,0,0
Nordeste,SE,19/02/2020,0,0,0,0
Nordeste,SE,20/02/2020,0,0,0,0
Nordeste,SE,21/02/2020,0,0,0,0
Nordeste,SE,22/02/2020,0,0,0,0
Nordeste,SE,23/02/2020,0,0,0,0
Nordeste,SE,24/02/2020,0,0,0,0
Nordeste,SE,25/02/2020,0,0,0,0
Nordeste,SE,26/02/2020,0,0,0,0
Nordeste,SE,27/02/2020,0,0,0,0
Nordeste,SE,28/02/2020,0,0,0,0
Nordeste,SE,29/02/2020,0,0,0,0
Nordeste,SE,01/03/2020,0,0,0,0
Nordeste,SE,02/03/2020,0,0,0,0
Nordeste,SE,03/03/2020,0,0,0,0
Nordeste,SE,04/03/2020,0,0,0,0
Nordeste,SE,05/03/2020,0,0,0,0
Nordeste,SE,06/03/2020,0,0,0,0
Nordeste,SE,07/03/2020,0,0,0,0
Nordeste,SE,08/03/2020,0,0,0,0
Nordeste,SE,09/03/2020,0,0,0,0
Nordeste,SE,10/03/2020,0,0,0,0
Nordeste,SE,11/03/2020,0,0,0,0
Nordeste,SE,12/03/2020,0,0,0,0
Nordeste,SE,13/03/2020,0,0,0,0
Nordeste,SE,14/03/2020,0,0,0,0
Nordeste,SE,15/03/2020,1,1,0,0
Nordeste,SE,16/03/2020,0,1,0,0
Nordeste,SE,17/03/2020,3,4,0,0
Nordeste,SE,18/03/2020,1,5,0,0
Nordeste,SE,19/03/2020,1,6,0,0
Nordeste,SE,20/03/2020,0,6,0,0
Nordeste,SE,21/03/2020,4,10,0,0
Nordeste,SE,22/03/2020,0,10,0,0
Nordeste,SE,23/03/2020,0,10,0,0
Nordeste,SE,24/03/2020,5,15,0,0
Nordeste,SE,25/03/2020,1,16,0,0
Nordeste,SE,26/03/2020,0,16,0,0
Nordeste,SE,27/03/2020,0,16,0,0
Nordeste,SE,28/03/2020,0,16,0,0
Nordeste,SE,29/03/2020,0,16,0,0
Nordeste,SE,30/03/2020,0,16,0,0
Nordeste,SE,31/03/2020,3,19,0,0
Nordeste,SE,01/04/2020,1,20,0,0
Nordeste,SE,02/04/2020,3,23,2,2
Nordeste,SE,03/04/2020,2,25,0,2
Nordeste,SE,04/04/2020,2,27,0,2
Nordeste,SE,05/04/2020,5,32,1,3
Nordeste,BA,30/01/2020,0,0,0,0
Nordeste,BA,31/01/2020,0,0,0,0
Nordeste,BA,01/02/2020,0,0,0,0
Nordeste,BA,02/02/2020,0,0,0,0
Nordeste,BA,03/02/2020,0,0,0,0
Nordeste,BA,04/02/2020,0,0,0,0
Nordeste,BA,05/02/2020,0,0,0,0
Nordeste,BA,06/02/2020,0,0,0,0
Nordeste,BA,07/02/2020,0,0,0,0
Nordeste,BA,08/02/2020,0,0,0,0
Nordeste,BA,09/02/2020,0,0,0,0
Nordeste,BA,10/02/2020,0,0,0,0
Nordeste,BA,11/02/2020,0,0,0,0
Nordeste,BA,12/02/2020,0,0,0,0
Nordeste,BA,13/02/2020,0,0,0,0
Nordeste,BA,14/02/2020,0,0,0,0
Nordeste,BA,15/02/2020,0,0,0,0
Nordeste,BA,16/02/2020,0,0,0,0
Nordeste,BA,17/02/2020,0,0,0,0
Nordeste,BA,18/02/2020,0,0,0,0
Nordeste,BA,19/02/2020,0,0,0,0
Nordeste,BA,20/02/2020,0,0,0,0
Nordeste,BA,21/02/2020,0,0,0,0
Nordeste,BA,22/02/2020,0,0,0,0
Nordeste,BA,23/02/2020,0,0,0,0
Nordeste,BA,24/02/2020,0,0,0,0
Nordeste,BA,25/02/2020,0,0,0,0
Nordeste,BA,26/02/2020,0,0,0,0
Nordeste,BA,27/02/2020,0,0,0,0
Nordeste,BA,28/02/2020,0,0,0,0
Nordeste,BA,29/02/2020,0,0,0,0
Nordeste,BA,01/03/2020,0,0,0,0
Nordeste,BA,02/03/2020,0,0,0,0
Nordeste,BA,03/03/2020,0,0,0,0
Nordeste,BA,04/03/2020,0,0,0,0
Nordeste,BA,05/03/2020,0,0,0,0
Nordeste,BA,06/03/2020,1,1,0,0
Nordeste,BA,07/03/2020,1,2,0,0
Nordeste,BA,08/03/2020,0,2,0,0
Nordeste,BA,09/03/2020,0,2,0,0
Nordeste,BA,10/03/2020,0,2,0,0
Nordeste,BA,11/03/2020,0,2,0,0
Nordeste,BA,12/03/2020,0,2,0,0
Nordeste,BA,13/03/2020,0,2,0,0
Nordeste,BA,14/03/2020,0,2,0,0
Nordeste,BA,15/03/2020,0,2,0,0
Nordeste,BA,16/03/2020,0,2,0,0
Nordeste,BA,17/03/2020,1,3,0,0
Nordeste,BA,18/03/2020,0,3,0,0
Nordeste,BA,19/03/2020,27,30,0,0
Nordeste,BA,20/03/2020,3,33,0,0
Nordeste,BA,21/03/2020,8,41,0,0
Nordeste,BA,22/03/2020,8,49,0,0
Nordeste,BA,23/03/2020,14,63,0,0
Nordeste,BA,24/03/2020,13,76,0,0
Nordeste,BA,25/03/2020,8,84,0,0
Nordeste,BA,26/03/2020,20,104,0,0
Nordeste,BA,27/03/2020,11,115,0,0
Nordeste,BA,28/03/2020,12,127,0,0
Nordeste,BA,29/03/2020,27,154,1,1
Nordeste,BA,30/03/2020,22,176,0,1
Nordeste,BA,31/03/2020,37,213,1,2
Nordeste,BA,01/04/2020,33,246,0,2
Nordeste,BA,02/04/2020,21,267,1,3
Nordeste,BA,03/04/2020,15,282,2,5
Nordeste,BA,04/04/2020,50,332,2,7
Nordeste,BA,05/04/2020,69,401,2,9
Sudeste,MG,30/01/2020,0,0,0,0
Sudeste,MG,31/01/2020,0,0,0,0
Sudeste,MG,01/02/2020,0,0,0,0
Sudeste,MG,02/02/2020,0,0,0,0
Sudeste,MG,03/02/2020,0,0,0,0
Sudeste,MG,04/02/2020,0,0,0,0
Sudeste,MG,05/02/2020,0,0,0,0
Sudeste,MG,06/02/2020,0,0,0,0
Sudeste,MG,07/02/2020,0,0,0,0
Sudeste,MG,08/02/2020,0,0,0,0
Sudeste,MG,09/02/2020,0,0,0,0
Sudeste,MG,10/02/2020,0,0,0,0
Sudeste,MG,11/02/2020,0,0,0,0
Sudeste,MG,12/02/2020,0,0,0,0
Sudeste,MG,13/02/2020,0,0,0,0
Sudeste,MG,14/02/2020,0,0,0,0
Sudeste,MG,15/02/2020,0,0,0,0
Sudeste,MG,16/02/2020,0,0,0,0
Sudeste,MG,17/02/2020,0,0,0,0
Sudeste,MG,18/02/2020,0,0,0,0
Sudeste,MG,19/02/2020,0,0,0,0
Sudeste,MG,20/02/2020,0,0,0,0
Sudeste,MG,21/02/2020,0,0,0,0
Sudeste,MG,22/02/2020,0,0,0,0
Sudeste,MG,23/02/2020,0,0,0,0
Sudeste,MG,24/02/2020,0,0,0,0
Sudeste,MG,25/02/2020,0,0,0,0
Sudeste,MG,26/02/2020,0,0,0,0
Sudeste,MG,27/02/2020,0,0,0,0
Sudeste,MG,28/02/2020,0,0,0,0
Sudeste,MG,29/02/2020,0,0,0,0
Sudeste,MG,01/03/2020,0,0,0,0
Sudeste,MG,02/03/2020,0,0,0,0
Sudeste,MG,03/03/2020,0,0,0,0
Sudeste,MG,04/03/2020,0,0,0,0
Sudeste,MG,05/03/2020,0,0,0,0
Sudeste,MG,06/03/2020,0,0,0,0
Sudeste,MG,07/03/2020,0,0,0,0
Sudeste,MG,08/03/2020,1,1,0,0
Sudeste,MG,09/03/2020,0,1,0,0
Sudeste,MG,10/03/2020,0,1,0,0
Sudeste,MG,11/03/2020,0,1,0,0
Sudeste,MG,12/03/2020,0,1,0,0
Sudeste,MG,13/03/2020,1,2,0,0
Sudeste,MG,14/03/2020,0,2,0,0
Sudeste,MG,15/03/2020,0,2,0,0
Sudeste,MG,16/03/2020,3,5,0,0
Sudeste,MG,17/03/2020,2,7,0,0
Sudeste,MG,18/03/2020,8,15,0,0
Sudeste,MG,19/03/2020,14,29,0,0
Sudeste,MG,20/03/2020,6,35,0,0
Sudeste,MG,21/03/2020,3,38,0,0
Sudeste,MG,22/03/2020,45,83,0,0
Sudeste,MG,23/03/2020,45,128,0,0
Sudeste,MG,24/03/2020,2,130,0,0
Sudeste,MG,25/03/2020,3,133,0,0
Sudeste,MG,26/03/2020,20,153,0,0
Sudeste,MG,27/03/2020,36,189,0,0
Sudeste,MG,28/03/2020,16,205,0,0
Sudeste,MG,29/03/2020,26,231,0,0
Sudeste,MG,30/03/2020,30,261,1,1
Sudeste,MG,31/03/2020,14,275,1,2
Sudeste,MG,01/04/2020,39,314,1,3
Sudeste,MG,02/04/2020,56,370,1,4
Sudeste,MG,03/04/2020,27,397,2,6
Sudeste,MG,04/04/2020,33,430,0,6
Sudeste,MG,05/04/2020,68,498,0,6
Sudeste,ES,30/01/2020,0,0,0,0
Sudeste,ES,31/01/2020,0,0,0,0
Sudeste,ES,01/02/2020,0,0,0,0
Sudeste,ES,02/02/2020,0,0,0,0
Sudeste,ES,03/02/2020,0,0,0,0
Sudeste,ES,04/02/2020,0,0,0,0
Sudeste,ES,05/02/2020,0,0,0,0
Sudeste,ES,06/02/2020,0,0,0,0
Sudeste,ES,07/02/2020,0,0,0,0
Sudeste,ES,08/02/2020,0,0,0,0
Sudeste,ES,09/02/2020,0,0,0,0
Sudeste,ES,10/02/2020,0,0,0,0
Sudeste,ES,11/02/2020,0,0,0,0
Sudeste,ES,12/02/2020,0,0,0,0
Sudeste,ES,13/02/2020,0,0,0,0
Sudeste,ES,14/02/2020,0,0,0,0
Sudeste,ES,15/02/2020,0,0,0,0
Sudeste,ES,16/02/2020,0,0,0,0
Sudeste,ES,17/02/2020,0,0,0,0
Sudeste,ES,18/02/2020,0,0,0,0
Sudeste,ES,19/02/2020,0,0,0,0
Sudeste,ES,20/02/2020,0,0,0,0
Sudeste,ES,21/02/2020,0,0,0,0
Sudeste,ES,22/02/2020,0,0,0,0
Sudeste,ES,23/02/2020,0,0,0,0
Sudeste,ES,24/02/2020,0,0,0,0
Sudeste,ES,25/02/2020,0,0,0,0
Sudeste,ES,26/02/2020,0,0,0,0
Sudeste,ES,27/02/2020,0,0,0,0
Sudeste,ES,28/02/2020,0,0,0,0
Sudeste,ES,29/02/2020,0,0,0,0
Sudeste,ES,01/03/2020,0,0,0,0
Sudeste,ES,02/03/2020,0,0,0,0
Sudeste,ES,03/03/2020,0,0,0,0
Sudeste,ES,04/03/2020,0,0,0,0
Sudeste,ES,05/03/2020,0,0,0,0
Sudeste,ES,06/03/2020,1,1,0,0
Sudeste,ES,07/03/2020,0,1,0,0
Sudeste,ES,08/03/2020,0,1,0,0
Sudeste,ES,09/03/2020,0,1,0,0
Sudeste,ES,10/03/2020,0,1,0,0
Sudeste,ES,11/03/2020,0,1,0,0
Sudeste,ES,12/03/2020,0,1,0,0
Sudeste,ES,13/03/2020,0,1,0,0
Sudeste,ES,14/03/2020,0,1,0,0
Sudeste,ES,15/03/2020,0,1,0,0
Sudeste,ES,16/03/2020,0,1,0,0
Sudeste,ES,17/03/2020,0,1,0,0
Sudeste,ES,18/03/2020,8,9,0,0
Sudeste,ES,19/03/2020,2,11,0,0
Sudeste,ES,20/03/2020,2,13,0,0
Sudeste,ES,21/03/2020,13,26,0,0
Sudeste,ES,22/03/2020,0,26,0,0
Sudeste,ES,23/03/2020,3,29,0,0
Sudeste,ES,24/03/2020,4,33,0,0
Sudeste,ES,25/03/2020,6,39,0,0
Sudeste,ES,26/03/2020,0,39,0,0
Sudeste,ES,27/03/2020,8,47,0,0
Sudeste,ES,28/03/2020,6,53,0,0
Sudeste,ES,29/03/2020,7,60,0,0
Sudeste,ES,30/03/2020,12,72,0,0
